id,year,month,date,day,location,notes,month(no),time,OSGridRef,latitude ,longitude,Nation
2524,1471,October,31,Thu,Hertford Castle,,,,TL3250412504,51.7955,-0.08,England
2525,1471,November,1,Fri,,,,,,,,
2526,1471,November,2,Sat,Hertford Castle,,,,TL3250412504,51.7955,-0.08,England
2527,1471,November,3,Sun,,,,,,,,
2528,1471,November,4,Mon,Hertford Castle,,,,TL3250412504,51.7955,-0.08,England
2529,1471,November,5,Tue,Hertford Castle,,,,TL3250412504,51.7955,-0.08,England
2530,1471,November,9,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2531,1471,November,13,Wed,Guildford,,,,SU9976049312,51.23428,-0.57249337,England
2532,1471,November,14,Thu,Farnham Castle,,,,SU8371047313,51.218889,-0.802778,England
2533,1471,November,15,Fri,,,,,,,,
2534,1471,November,16,Sat,Farnham Castle,,,,SU8371047313,51.218889,-0.802778,England
2535,1471,November,17,Sun,Farnham Castle,,,,SU8371047313,51.218889,-0.802778,England
2536,1471,November,22,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2537,1471,November,23,Sat,,,,,,,,
2538,1471,November,24,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2539,1471,November,25,Mon,,,,,,,,
2540,1471,November,26,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2541,1471,November,29,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2542,1471,December,Whole winter,,Palace of Westminster,,,,TQ3026679470,51.499167,-0.124722,England
2543,1471,December,7,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2544,1471,December,8,Sun,,,,,,,,
2545,1471,December,9,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2546,1471,December,18,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2547,1471,December,19,Thu,,,,,,,,
2548,1471,December,20,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2549,1471,December,22,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2550,1471,December,23,Mon,,,,,,,,
2551,1471,December,24,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2552,1471,December,25,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2553,1471,December,26,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2554,1471,December,31,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2555,1472,January,1,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2556,1472,January,4,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2557,1472,January,6,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2558,1472,January,9,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2559,1472,January,14,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2560,1472,January,18,Sat,Brentford,(Middx.) [Bramefford],,,TQ1744077693,51.486,-0.31,England
2561,1472,January,19,Sun,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2562,1472,January,20,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2563,1472,January,21,Tue,,,,,,,,
2564,1472,January,22,Wed,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2565,1472,January,31,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2566,1472,February,1,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2567,1472,February,2,Sun,,,,,,,,
2568,1472,February,3,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2569,1472,February,4,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2570,1472,February,5,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2571,1472,February,6,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2572,1472,February,7,Fri,,,,,,,,
2573,1472,February,8,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2574,1472,February,9,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2575,1472,February,10,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2576,1472,February,11,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2577,1472,February,12,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2578,1472,February,13,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2579,1472,February,14,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2580,1472,February,15,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2581,1472,February,16,Sun,Westminster,citing Paston Letters,,,TQ3016079670,51.500988,-0.12617168,England
2582,1472,February,17,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2583,1472,February,22,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2584,1472,February,23,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2585,1472,February,24,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2586,1472,February,25,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2587,1472,February,26,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2588,1472,February,27,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2589,1472,February,28,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2590,1472,February,29,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2591,1472,March,4,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2592,1472,March,5,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2593,1472,March,6,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2594,1472,March,7,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2595,1472,March,8,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2596,1472,March,9,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2597,1472,March,10,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2598,1472,March,11,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2599,1472,March,12,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2600,1472,March,13,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2601,1472,March,14,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2602,1472,March,15,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2603,1472,March,16,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2604,1472,March,19,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2605,1472,March,20,Fri,,,,,,,,
2606,1472,March,21,Sat,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2607,1472,March,24,Tue,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2608,1472,March,27,Fri,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2609,1472,March,28,Sat,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2610,1472,March,29,Sun,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2611,1472,April,1,Wed,Windsor Castle,"hunting, based at Windsor Castle",,,SU9683776912,51.482886,-0.60683638,England
2612,1472,April,4,Sat,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2613,1472,April,5,Sun,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2614,1472,April,10,Fri,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2615,1472,April,16,Thu,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2616,1472,April,17,Fri,,,,,,,,
2617,1472,April,18,Sat,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2618,1472,April,19,Sun,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2619,1472,April,20,Mon,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2620,1472,April,23,Thu,Windsor,,,,SU9666076488,51.4791,-0.6095,England
2621,1472,April,28,Tue,Chelsea,,,,TQ2726778096,51.4875,-0.1684,England
2622,1472,April,29,Wed,Chelsea,,,,TQ2726778096,51.4875,-0.1684,England
2623,1472,April,30,Thu,Chelsea,,,,TQ2726778096,51.4875,-0.1684,England
2624,1472,May,1,Fri,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2625,1472,May,2,Sat,,,,,,,,
2626,1472,May,3,Sun,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2627,1472,May,4,Mon,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2628,1472,May,7,Thu,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2629,1472,May,8,Fri,,,,,,,,
2630,1472,May,9,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2631,1472,May,15,Fri,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2632,1472,May,16,Sat,,,,,,,,
2633,1472,May,17,Sun,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2634,1472,May,18,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2635,1472,May,19,Tue,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2636,1472,May,20,Wed,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2637,1472,May,21,Thu,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2638,1472,May,24,Sun,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2639,1472,May,25,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2640,1472,May,26,Tue,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2641,1472,May,26,Tue,Guildford,,,,SU9976049312,51.23428,-0.57249337,England
2642,1472,May,29,Fri,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2643,1472,June,1,Mon,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2644,1472,June,2,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2645,1472,June,3,Wed,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2646,1472,June,4,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
2647,1472,June,7,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
2648,1472,June,8,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2649,1472,June,9,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
2650,1472,June,10,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2651,1472,June,11,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2652,1472,June,12,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2653,1472,June,15,Mon,manor of Kennington,"near Ashford, Kent",,,TQ3118178322,51.488637,-0.11196805,England
2654,1472,June,16,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2655,1472,June,17,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2656,1472,June,18,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2657,1472,June,19,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2658,1472,June,20,Sat,,,,,,,,
2659,1472,June,21,Sun,manor of Kennington,,,,TQ3118178322,51.488637,-0.11196805,England
2660,1472,June,22,Mon,manor of Kennington,,,,TQ3118178322,51.488637,-0.11196805,England
2661,1472,June,25,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2662,1472,June,28,Sun,manor of Kennington,,,,TQ3118178322,51.488637,-0.11196805,England
2663,1472,July,5,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2664,1472,July,5,Sun,Canterbury,,,,TR1454057430,51.275608,1.0745524,England
2665,1472,July,6,Mon,,,,,,,,
2666,1472,July,7,Tue,Kennington,,,,TQ3064877347,51.48,-0.12,England
2667,1472,July,10,Fri,Kennington,,,,TQ3064877347,51.48,-0.12,England
2668,1472,July,13,Mon,Kennington,,,,TQ3064877347,51.48,-0.12,England
2669,1472,July,14,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2670,1472,July,17,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2671,1472,July,19,Sun,Kennington,,,,TQ3064877347,51.48,-0.12,England
2672,1472,July,20,Mon,Kennington,,,,TQ3064877347,51.48,-0.12,England
2673,1472,July,21,Tue,Kennington,,,,TQ3064877347,51.48,-0.12,England
2674,1472,July,22,Wed,Kennington,,,,TQ3064877347,51.48,-0.12,England
2675,1472,July,23,Thu,Kennington,,,,TQ3064877347,51.48,-0.12,England
2676,1472,July,23,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2677,1472,July,24,Fri,Kennington,,,,TQ3064877347,51.48,-0.12,England
2678,1472,July,25,Sat,Kennington,,,,TQ3064877347,51.48,-0.12,England
2679,1472,July,26,Sun,Kennington,,,,TQ3064877347,51.48,-0.12,England
2680,1472,July,26,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2681,1472,July,27,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2682,1472,July,28,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2683,1472,August,1,Sat,Kennington,,,,TQ3064877347,51.48,-0.12,England
2684,1472,August,4,Tue,Kennington,,,,TQ3064877347,51.48,-0.12,England
2685,1472,August,4,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2686,1472,August,11,Tue,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2687,1472,August,12,Wed,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2688,1472,August,17,Mon,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2689,1472,August,18,Tue,,,,,,,,
2690,1472,August,19,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2691,1472,August,20,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2692,1472,August,24,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2693,1472,August,25,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2694,1472,August,29,Sat,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2695,1472,August,30,Sun,,,,,,,,
2696,1472,August,31,Mon,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2697,1472,September,7,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2698,1472,September,8,Tue,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2699,1472,September,15,Tue,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2700,1472,September,16,Wed,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2701,1472,September,16,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2702,1472,September,30 Wed (?date unclear),,Windsor,(Gruthuyse reception),,,SU9666076488,51.4791,-0.6095,England
2703,1472,October,1,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2704,1472,October,2,Fri,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2705,1472,October,3,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2706,1472,October,4,Sun,Windsor,,,,SU9666076488,51.4791,-0.6095,England
2707,1472,October,5,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2708,1472,October,6,Tue,Westminster,London / Westminsteropening Parl,,,TQ3016079670,51.500988,-0.12617168,England
2709,1472,October,7,Wed,,,,,,,,
2710,1472,October,8,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2711,1472,October,9,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2712,1472,October,10,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2713,1472,October,11,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2714,1472,October,12,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2715,1472,October,13,Tue,,,,,,,,
2716,1472,October,14,Wed,,,,,,,,
2717,1472,October,15,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2718,1472,October,16,Fri,,,,,,,,
2719,1472,October,17,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2720,1472,October,18,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2721,1472,October,19,Mon,,,,,,,,
2722,1472,October,20,Tue,,,,,,,,
2723,1472,October,21,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2724,1472,October,22,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2725,1472,October,23,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2726,1472,October,24,Sat,Westminster,Palace of Westminster(Brittany treaty ratified),,,TQ3016079670,51.500988,-0.12617168,England
2727,1472,October,27,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2728,1472,October,28,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2729,1472,October,29,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2730,1472,October,30,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2731,1472,October,30,Fri,Hertford Castle,,,,TL3250412504,51.7955,-0.08,England
2732,1472,October,31,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2733,1472,November,1,Sun,,,,,,,,
2734,1472,November,2,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2735,1472,November,3,Tue,,,,,,,,
2736,1472,November,4,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2737,1472,November,5,Thu,,,,,,,,
2738,1472,November,6,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2739,1472,November,11,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2740,1472,November,12,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2741,1472,November,13,Fri,,,,,,,,
2742,1472,November,14,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2743,1472,November,15,Sun,,,,,,,,
2744,1472,November,16,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2745,1472,November,17,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2746,1472,November,18,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2747,1472,November,19,Thu,,,,,,,,
2748,1472,November,20,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2749,1472,November,21,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2750,1472,November,22,Sun,,,,,,,,
2751,1472,November,23,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2752,1472,November,24,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2753,1472,November,25,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2754,1472,November,26,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2755,1472,November,27,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2756,1472,November,28,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2757,1472,November,29,Sun,,,,,,,,
2758,1472,November,30,Mon,Westminster,Parl. prorogued,,,TQ3016079670,51.500988,-0.12617168,England
2759,1472,December,1,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2760,1472,December,2,Wed,,,,,,,,
2761,1472,December,3,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2762,1472,December,4,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2763,1472,December,5,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2764,1472,December,6,Sun,,,,,,,,
2765,1472,December,7,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2766,1472,December,8,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2767,1472,December,9,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2768,1472,December,10,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2769,1472,December,11,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2770,1472,December,12,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2771,1472,December,12,Sat,manor of Guildford,,,,SU9691249315,51.234799,-0.61326532,England
2772,1472,December,13,Sun,,,,,,,,
2773,1472,December,14,Mon,manor of Guildford,,,,SU9691249315,51.234799,-0.61326532,England
2774,1472,December,15,Tue,,,,,,,,
2775,1472,December,16,Wed,,,,,,,,
2776,1472,December,17,Thu,,,,,,,,
2777,1472,December,18,Fri,Southampton,,,,SU4229011341,50.9,-1.4,England
2778,1472,December,19,Sat,,,,,,,,
2779,1472,December,20,Sun,Southampton,,,,SU4229011341,50.9,-1.4,England
2780,1472,December,31,Thu,manor of Sheen,,,,TQ1715275694,51.4681,-0.3148,England
2781,1473,January,2,Sat,manor of Sheen,,,,TQ1715275694,51.4681,-0.3148,England
2782,1473,January,3,Sun,,,,,,,,
2783,1473,January,4,Mon,manor of Sheen,,,,TQ1715275694,51.4681,-0.3148,England
2784,1473,January,5,Tue,,,,,,,,
2785,1473,January,6,Wed,manor of Sheen,,,,TQ1715275694,51.4681,-0.3148,England
2786,1473,January,7,Thu,,,,,,,,
2787,1473,January,8,Fri,manor of Sheen,,,,TQ1715275694,51.4681,-0.3148,England
2788,1473,January,9,Sat,,,,,,,,
2789,1473,January,10,Sun,,,,,,,,
2790,1473,January,11,Mon,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
2791,1473,January,16,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2792,1473,January,17,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2793,1473,January,18,Mon,manor of Sheen,,,,TQ1715275694,51.4681,-0.3148,England
2794,1473,January,19,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2795,1473,January,20,Wed,London,,,,TQ3248081340,51.515457,-0.092140265,England
2796,1473,January,29,Fri,Chelmsford,,,,TL7132807064,51.7361,0.4798,England
2797,1473,February,1,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2798,1473,February,5,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2799,1473,February,6,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2800,1473,February,7,Sun,,,,,,,,
2801,1473,February,8,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2802,1473,February,9,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2803,1473,February,12,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2804,1473,February,13,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2805,1473,February,14,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2806,1473,February,15,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2807,1473,February,16,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2808,1473,February,19,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2809,1473,February,20,Sat,,,,,,,,
2810,1473,February,21,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2811,1473,February,22,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2812,1473,February,23,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2813,1473,February,24,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2814,1473,February,25,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2815,1473,February,26,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2816,1473,February,27,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2817,1473,February,28,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2818,1473,March,1,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2819,1473,March,4,Thu,,,,,,,,
2820,1473,March,5,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2821,1473,March,8,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2822,1473,March,9,Tue,,,,,,,,
2823,1473,March,10,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2824,1473,March,11,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2825,1473,March,12,Fri,,,,,,,,
2826,1473,March,13,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2827,1473,March,14,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2828,1473,March,15,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2829,1473,March,16,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2830,1473,March,17,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2831,1473,March,18,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2832,1473,March,19,Fri,,,,,,,,
2833,1473,March,20,Sat,,,,,,,,
2834,1473,March,21,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2835,1473,March,22,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2836,1473,March,23,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2837,1473,March,24,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2838,1473,March,25,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2839,1473,March,26,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2840,1473,March,27,Sat,,,,,,,,
2841,1473,March,28,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2842,1473,March,29,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2843,1473,March,30,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2844,1473,March,31,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2845,1473,April,1,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2846,1473,April,2,Fri,,,,,,,,
2847,1473,April,3,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2848,1473,April,4,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2849,1473,April,5,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2850,1473,April,6,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2851,1473,April,7,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2852,1473,April,8,Thu,Westminster,Parl. prorogued,,,TQ3016079670,51.500988,-0.12617168,England
2853,1473,April,9,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2854,1473,April,10,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2855,1473,April,11,Sun,,,,,,,,
2856,1473,April,12,Mon,,"left London, riding towards Northampton",,,,,,
2857,1473,April,13,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2858,1473,April,14,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2859,1473,April,14,Wed,St Alban's Abbey,,,,TL1453507062,51.750556,-0.342222,England
2860,1473,April,18,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
2861,1473,April,18,Sun,(?) Leicester,prediction made on 2 April,,,SK5875204306,52.633333,-1.133333,England
2862,1473,April,18,Sun,(?) Northampton,prediction made on 12 April,,,SP7565259707,52.230375,-0.893753,England
2863,1473,April,21,Wed,Northampton,,,,SP7565259707,52.230375,-0.893753,England
2864,1473,April,21,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
